// This file contains the items sold in the ingame cash shop
//
// The structure of the file is
// 類型, 道具ID, 價格
//
// 類型:
//    0: 新品
//    1: 熱賣
//    2: 限量
//    3: 租賃
//    4: 裝備
//    5: 增益
//    6: 治癒
//    7: 其他
//    8: 打折
//
// price:
//    price of the defined item in cash points

5,20267,99
5,20328,99
5,20085,99
5,19972,99
5,20300,99
5,19959,99
5,20379,99
5,20117,99
5,20293,99
5,31166,99
5,19841,99
5,20288,99
5,19746,99
5,20299,99
5,19929,99
5,19827,99
5,19930,99
5,18740,99
5,20263,99
5,19825,99
5,19601,99
5,20217,99
5,19925,99
5,20266,99
5,20204,99
5,19936,99
5,20151,99
5,20196,99
5,20238,99
5,19602,99
5,20071,99
5,20269,99
5,31195,99
5,19712,99
5,19721,99
5,20200,99
5,19543,99
5,19544,99
5,19547,99
5,19546,99
5,19545,99
5,19549,99
5,19573,99
5,19576,99
5,19696,99
5,19718,99
5,19728,99
5,19823,99
5,19916,99
5,20014,99
5,19587,99
5,19649,99
5,19661,99
5,19678,99
5,19518,99
5,19507,99
5,19515,99
5,19522,99
5,18741,99
5,19542,99
5,19577,99
5,19607,99
5,19612,99
5,19650,99
5,19663,99
5,19695,99
5,19709,99
5,19718,99
5,19777,99
5,19804,99
5,19876,99
5,19922,99
5,19934,99
5,19977,99
5,19978,99
5,19979,99
5,19980,99
5,19988,99
5,19989,99
5,19991,99
5,19997,99
5,19998,99
5,20008,99
5,20014,99
5,20032,99
5,20033,99
5,20036,99
5,20047,99
5,20048,99
5,20075,99
5,19716,150
5,18743,290//小青的幽魂
5,18744,320//超級明星的裝飾
5,18742,320//月亮與星星的裝飾
5,20746,320//服裝-熾天使之翼
5,20727,320//黃金翅膀
5,19538,490//滿月
6,17084,49//強化卡塔勒拳刃箱子
6,17085,49//強化雙手斧箱子
6,17086,49//強化騎士長矛箱子
6,17087,49//強化書籍
6,17088,49//強化智慧魔杖箱子
6,17089,49//強化大駒短劍箱子
6,17090,49//強化左輪手槍箱子
6,17091,49//強化鐵錘箱子
6,17092,49//強化弓箱子
6,17093,49//強化雙手巨劍箱子

7,2720,390
7,2721,390
7,2722,390
7,2723,390
7,2724,390
7,2725,390
7,16305,49//強化鐵盾箱子
7,16309,49//強化鋼盾箱子
7,16311,49//強化長靴箱子
7,16313,49//強化戰士長靴箱子
7,16315,49//強化重靴箱子
7,16317,49//強化連帽披肩箱子
7,16319,49//強化披肩箱子
7,16321,49//強化斗篷箱子
7,16323,49//強化髮夾箱子
7,16327,49//強化冒險衣箱子
7,16329,49//強化長大衣箱子
7,16331,49//強化聖職之衣箱子
7,16335,49//強化盜賊之衣箱子
7,16337,49//強化鋼鐵鎖子甲箱子
7,16339,49//強化西裝外套箱子
